id,full_name,description,position_type,referral_id,employer_id,photo_url,photo_origin,notes,work_title,links,photo_url_2,photo_origin_2,notes_2,work_title_2,links_2,commission_id
10363,Воробей Анна Францевна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,848
10364,Гибеж Ольга Леонидовна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,848
10365,Кошелев Сергей Иванович,от городской организации Республиканского общественного объединения «Белорусское общество Красного Креста»,0,5,NULL,,,,,,,,,,,848
10366,Лысенко Светлана Александровна,от городского комитета общественного объединения «Белорусский республиканский союз молодежи»,0,11,NULL,,,,,,,,,,,848
10367,Плескацевич Олег Иванович,от первичной профсоюзной организации коммунального унитарного ремонтно- эксплуатационного предприятия «Жилищное ремонтно-эксплуатационное управление г.Барановичи» Белорусского профсоюза работников местной промышленности и коммунально-бытовых предприятий,0,18,NULL,,,,,,,,,,,848
10368,Равинская Татьяна Валерьевна,от городской организации республиканского общественного объединения «Белорусский союз женщин»,0,8,NULL,,,,,,,,,,,848
10369,Харитонова Татьяна Анатольевна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,848
10370,Хитрик Елена Викторовна,от граждан путем подачи заявления,0,4000,11361,,,,,,,,,,,848
10371,Шиманский Юрий Николаевич,от городской организации Белорусского профсоюза работников образования и науки,1,26,5557,,,,,,,,,,,849
10372,Дорошенко Михаил Юрьевич,от трудового коллектива государственного учреждения образования «Средняя школа №19 г.Барановичи»,2,NULL,6850,https://members2020by.s3.eu-north-1.amazonaws.com/01-047-0008%20%D0%94%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BD%D0%BA%D0%BE%20%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB%20%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87.jpeg,http://sch19.baranovichi.edu.by/ru/main.aspx?guid=1261,"ГУО ""Средняя школа №19 г. Барановичи""",Директор,,,,«Средняя школа №19 г.Барановичи»,,,849
10373,Приступа Татьяна Степановна,от городской организации Республиканского общественного объединения «Белорусское общество Красного Креста»,3,5,NULL,,,,,,,,,,,849
10374,Бобко Светлана Васильевна,от городской организации Белорусского общественного объединения ветеранов,0,1,NULL,,,,,,,,,,,849
10375,Быковская Наталья Ивановна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,849
10376,Водчиц Татьяна Вячеславовна,от городской организации общественного объединения «Белорусский фонд мира»,0,15,NULL,,,,,,,,,,,849
10377,Дубешко Светлана Анатольевна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,849
10378,Евчейчик Полина Александровна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,849
10379,Мисель Александр Сергеевич,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,849
10380,Рябченко Татьяна Леонтьевна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,849
10381,Семидоцкая Людмила Сергеевна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,849
10382,Ткачик Михаил Михайлович,от городской организации Республиканского общественного объединения «Белая Русь»,0,4,NULL,,,,,,,,,,,849
10383,Тукай Татьяна Николаевна,от граждан путем подачи заявления,0,4000,6850,,,,,,,,,,,849
10384,Хитрик Алла Геннадьевна,от трудового коллектива государственного учреждения образования «Средняя школа №19 г.Барановичи»,1,NULL,6850,https://members2020by.s3.eu-north-1.amazonaws.com/01-047-0009%20%D0%A5%D0%B8%D1%82%D1%80%D0%B8%D0%BA%20%D0%90%D0%BB%D0%BB%D0%B0%20%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,http://sch19.baranovichi.edu.by/ru/main.aspx?guid=1261,"ГУО ""Средняя школа №19 г. Барановичи""",Заместитель директора по учебной работе в начальных классах,,,,«Средняя школа №19 г.Барановичи»,,,850
10385,Циуля Ромуальда Ромуальдовна,от граждан путем подачи заявления,2,4000,NULL,,,,,,,,,,,850
10386,Корохова Елена Николаевна,от городской организации общественного объединения «Белорусский Союз женщин»,3,8,NULL,,,,,,,,,,,850
10387,Губко Виктория Михайловна,от городского комитета общественного объединения «Белорусский республиканский союз молодежи»,0,11,NULL,,,,,,,,,,,850
10388,Домаш Михаил Иосифович,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,850
10389,Иванкович Янина Иосифовна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,850
10390,Казак Татьяна Евгеньевна,от городской организации общественного объединения «Белорусский фонд мира»,0,15,NULL,,,,,,,,,,,850
10391,Кесель Юрий Антонович,от городской организации республиканского общественного объединения «Белая Русь»,0,4,NULL,,,,,,,,,,,850
10392,Мордосевич Екатерина Вячеславовна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,850
10393,Петрушко Жанна Анатольевна,от городской организации Белорусского профсоюза работников образования и науки,0,26,NULL,,,,,,,,,,,850
10394,Старостина Марина Ромуальдовна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,850
10395,Сташевская Зоя Яковлевна,от городской организации Республиканского общественного объединения «Белорусское общество Красного Креста»,0,5,NULL,,,,,,,,,,,850
10396,Чириченко Светлана Петровна,от граждан путем подачи заявления,0,4000,6850,,,,,,,,,,,850
10397,Горох Андрей Михайлович,от трудового коллектива филиала республиканского унитарного предприятия «Брестэнерго» Барановичские тепловые сети,1,NULL,10590,,,,,,,,«Брестэнерго»,,,851
10398,Карпик Сергей Иванович,от граждан путем подачи заявления,2,4000,NULL,,,,,,,,,,,851
10399,Якименко Игорь Владимирович,от городского комитета общественного объединения «Белорусский республиканский союз молодежи»,3,11,NULL,,,,,,,,,,,851
10400,Бачура Елена Владимировна,от городской организации Республиканского общественного объединения «Белорусское общество Красного Креста»,0,5,NULL,,,,,,,,,,,851
10401,Данилькевич Александр Александрович,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,851
10402,Джура Руслан Степанович,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,851
10403,Зданович Дмитрий Аркадьевич,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,851
10404,Караим Елена Александровна,от городской организации Белорусского общественного объединения ветеранов,0,1,NULL,,,,,,,,,,,851
10405,Жданюк Виктор Константинович,"от первичной профсоюзной организации филиала «Барановичские тепловые сети» Республиканского унитарного предприятия «Брестэнерго» Белорусского профсоюза работников энергетики, газовой и топливной промышленности",0,20,NULL,,,,,,,,,,,851
10406,Степчук Любовь Федоровна,от городской организации общественного объединения «Белорусский Союз женщин»,0,8,NULL,,,,,,,,,,,851
10407,Янущик Игорь Владимирович,от городской организации общественного объединения «Белорусский фонд мира»,0,15,10590,,,,,,,,,,,851
10408,Наумчик Андрей Федорович,от городской организации Республиканского общественного объединения «Белая Русь»,1,4,7605,https://members2020by.s3.eu-north-1.amazonaws.com/01-047-0011%20%D0%9D%D0%B0%D1%83%D0%BC%D1%87%D0%B8%D0%BA%20%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9%20%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87.jpeg,http://bplm.brest.by/index.php?option=com_content&view=article&id=205&Itemid=235,«Барановичский государственный профессиональный лицей машиностроения»,Зам.директора по учебно-производственной работе,,,,,,,852
10409,Сибиров Игорь Геннадьевич,от трудового коллектива учреждения образования «Барановичский государственный профессиональный лицей машиностроения»,2,181,7605,https://members2020by.s3.eu-north-1.amazonaws.com/01-047-0011%20%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D0%BE%D0%B2%20%D0%98%D0%B3%D0%BE%D1%80%D1%8C%20%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%B8%D1%87.jpeg,http://bplm.brest.by/index.php?option=com_content&view=article&id=205&Itemid=235,«Барановичский государственный профессиональный лицей машиностроения»,Директор,,,,,,,852
10410,Костюкевич Тамара Дмитриевна,от городской организации Республиканского общественного объединения «Белорусское общество Красного Креста»,3,5,7605,,,,,,,,,,,852
10411,Волынец Виктория Ивановна,от городского комитета общественного объединения «Белорусский республиканский союз молодежи»,0,11,NULL,,,,,,,,,,,852
10412,Гинько Николай Сергеевич,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,852
10413,Ивановский Егор Вячеславович,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,852
10414,Горбачевский Владимир Александрович,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,852
10415,Лащевская Лидия Александровна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,852
10416,Лис Ольга Петровна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,852
10417,Рогацевич Светлана Ивановна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,852
10418,Семенчук Елена Леонидовна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,852
10419,Сотникова Юлия Сергеевна,от городской организации общественного объединения «Белорусский Союз женщин»,0,8,7605,,,,,,,,,,,852
10420,Студеничник Екатерина Станиславовна,от городской организации общественного объединения «Белорусский Союз женщин»,1,8,NULL,,,,,,,,,,,853
10421,Пузиков Сергей Валерьевич,от городской организации Республиканского общественного объединения «Белая Русь»,2,4,6661,https://members2020by.s3.eu-north-1.amazonaws.com/01-047-0012%20%D0%9F%D1%83%D0%B7%D0%B8%D0%BA%D0%BE%D0%B2%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87.jpeg,http://sch18.baranovichi.edu.by/be/main.aspx?guid=35481,"ГУО ""Средняя школа №18 г.Барановичи""",Директор школы,,,,,,,853
10422,Якуш Татьяна Николаевна,от граждан путем подачи заявления,3,4000,NULL,,,,,,,,,,,853
10423,Девятникова Елена Ивановна,от граждан путем подачи заявления,0,4000,NULL,,,"ГУО ""средняя школа №18 г.Барановичи""",Учитель,http://sch18.baranovichi.edu.by/be/main.aspx?guid=23481,,,,,,853
10424,Лаврущик Олег Владимирович,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,853
10425,Руцкая Инна Михайловна,от городской организации Белорусского профсоюза работников образования и науки,0,26,6661,https://members2020by.s3.eu-north-1.amazonaws.com/01-047-0012%20%D0%A0%D1%83%D1%86%D0%BA%D0%B0%D1%8F%20%D0%98%D0%BD%D0%BD%D0%B0%20%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,http://sch18.baranovichi.edu.by/be/main.aspx?guid=35481,"ГУО ""Средняя школа №18 г.Барановичи""",заместитель директора по учебной работе/учитель истории,,,,,,,853
10426,Самсон Галина Владимировна,от граждан путем подачи заявления,0,4000,NULL,,,"ГУО ""средняя школа №18 г.Барановичи""",Учитель,http://sch18.baranovichi.edu.by/be/main.aspx?guid=23481,,,,,,853
10427,Скобялко Жанна Владимировна,от граждан путем подачи заявления,0,4000,NULL,,,"ГУО ""средняя школа №18 г.Барановичи""",Учитель,http://sch18.baranovichi.edu.by/be/main.aspx?guid=23481,,,,,,853
10428,Трус Елена Валерьевна,от городской организации Республиканского общественного объединения «Белорусское общество Красного Креста»,0,5,NULL,,,"ГУО ""средняя школа №18 г.Барановичи""",Учитель,http://sch18.baranovichi.edu.by/be/main.aspx?guid=23481,,,,,,853
10429,Хвалько Елена Вячеславовна,от граждан путем подачи заявления,0,4000,NULL,,,"ГУО ""средняя школа №18 г.Барановичи""",Учитель,http://sch18.baranovichi.edu.by/be/main.aspx?guid=23481,,,,,,853
10430,Хвалько Татьяна Викентьевна,от граждан путем подачи заявления,0,4000,NULL,,,,,,,,,,,853
10431,Шавель Наталия Владимировна,от городского комитета общественного объединения «Белорусский республиканский союз молодежи»,0,11,NULL,,,"ГУО ""средняя школа №18 г.Барановичи""",Учитель,http://sch18.baranovichi.edu.by/be/main.aspx?guid=23481,,,,,,853
10432,Щерба Татьяна Борисовна,от городской организации Белорусского общественного объединения ветеранов,0,1,NULL,,,"ГУО ""средняя школа №18 г.Барановичи""",Учитель,http://sch18.baranovichi.edu.by/be/main.aspx?guid=23481,,,,,,853
10433,Молдунов Сергей Владимирович,от граждан путем подачи заявления,1,4000,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/01-047-0013%20%D0%9C%D0%BE%D0%BB%D0%B4%D1%83%D0%BD%D0%BE%D0%B2%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87.jpeg,http://nashkraj.by/news/ekonomika/u_kollektiva_zavoda_avtomaticheskikh_liniy_novyy_direktor/,"ОАО ""Барановичский завод автоматических линий""",Зам.генерального директора,http://bzal.by/ru/o_predpriyatii-ru/comanda_ru.html,,,,,,854
